rank_pr,rank_wr,rank_wr_vs50,rank_pr_slope,rank_pr_avg3,rank_pr_peak,vct_pr_last,vct_wr_last,vct_pr_avg,vct_pre_n,vct_profile,vct_pr_peak_all,vct_pr_slope,rank_vct_gap,n_total_patches,n_nerf_patches,n_buff_patches,acts_since_patch,last_direction,last_combined,last_rank_verdict,last_vct_verdict,last_max_skill_w,last_trigger_type,recent_dual_miss_count,recent_buff_fail_count,patch_streak,patch_streak_direction,map_dep_score,top_map_in_rotation,effective_map_dep,map_explains_vct_drop,pro_rank_ratio,agent_team_synergy,agent_complexity,agent_replaceability,design_rank_only,design_pro_only,rank_low_unexpected,vct_low_unexpected,both_weak_signal,kit_score,has_smoke,has_cc,has_info,has_mobility,has_heal,has_revive,high_value_smoke,high_value_cc,kit_pr_gap,replaceable_low_pr,low_kit_weak_signal,agent_tier_score,tier_gap,op_synergy,geo_synergy,geo_bonus,smoke_vct_dom,mobility_rank_dom,kit_x_rank_pr,heal_low_rank,revive_low_rank,info_low_vct,cc_low_rank,smoke_low_vct,rank_dominant_flag,skill_ceiling_score,pro_dominant_flag,map_versatility,map_hhi,map_specialist,specialist_low_pr,versatile_nerf_signal,rank_pr_vs_peak,buff_miss_flag,nerf_miss_flag,buff_hit_flag,nerf_hit_flag,dir_verdict_code,strength_vs_direction,agent,act,act_idx,label,label_direction,label_skill,label_trigger,label_context,label_has_rework,label_group
0.917,51.07,1.0700000000000003,0.24199999999999997,0.7936666666666667,2.143,0.0,,0.0,0,pro_absent,0.0,0.0,,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,1.568,1,1.568,0.0,0.0,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5666,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,8.0,0.0292,0.0,0.0,0.178,0.4279048063462436,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E8A2,18,stable_balanced,none,none,none,none,0.0,stable
1.742,51.35,1.3500000000000014,0.35549999999999987,1.23,2.143,0.0,,0.0,0,pro_absent,0.0,0.0,,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,2.085,0,0.0,2.085,0.0,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4016,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.958,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,7.0,0.0393,0.0,0.0,0.335,0.812879141390574,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E8A3,19,stable_balanced,none,none,none,none,0.0,stable
1.231,50.93,0.9299999999999997,0.15699999999999997,1.2966666666666666,2.143,0.0,,0.0,0,pro_absent,0.0,0.0,,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,1.954,0,0.0,1.954,0.0,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5038,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.677,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,7.0,0.0333,0.0,0.0,0.238,0.574428371441904,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E9A1,20,stable_balanced,none,none,none,none,0.0,stable
0.685,49.29,-0.7100000000000009,-0.5285,1.2193333333333334,2.143,0.0,,0.0,0,pro_absent,0.0,0.0,,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,1.351,1,1.351,0.0,0.0,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.613,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.377,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,7.0,0.0075,0.0,0.0,0.136,0.31964535697620167,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E9A2,21,stable_balanced,none,none,none,none,0.0,stable
2.125,51.26,1.259999999999998,0.4469999999999997,1.3470000000000002,2.143,2.0,50.0,2.0,1,pro_marginal,2.0,0.0,0.125,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,1.583,0,0.0,1.583,0.9411764705882353,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.325,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,7.0,0.029,0.0,0.0,0.413,0.9916005599626693,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E9A3,22,stable_weak,none,none,none,none,0.0,stable
2.273,51.69,1.6899999999999977,0.7940000000000002,1.6943333333333335,2.273,1.6,0.0,1.5666666666666667,3,pro_marginal,2.0,-0.20000000000000007,0.7063333333333335,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,1.747,1,1.747,0.0,0.7039155301363836,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2954,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,7.0,0.0315,0.0,0.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E10A1,23,stable_weak,none,none,none,none,0.0,stable
1.384,49.45,-0.5499999999999972,-0.3705000000000002,1.9273333333333333,2.273,1.6,0.0,1.5666666666666667,3,pro_marginal,2.0,-0.20000000000000007,-0.18266666666666675,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,1.43,0,0.0,1.43,1.1560693641618498,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4732,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.761,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,7.0,0.0085,0.0,0.0,0.274,0.6088869335679717,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E10A2,24,stable_weak,none,none,none,none,0.0,stable
1.384,49.85,-0.14999999999999858,-0.44449999999999995,1.6803333333333335,2.273,4.2,57.1,2.733333333333333,7,pro_marginal,4.9,1.5,-1.349333333333333,0,0,0,99,none,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,0,none,1.845,0,0.0,1.845,3.034682080924856,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4732,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.761,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,7.0,0.024,0.0,0.0,0.27,0.6088869335679717,0.0,0.0,0.0,0.0,0.0,0.0,Deadlock,E10A3,25,nerf_multi_rank,nerf,multi,rank,first,,nerf
2.011,50.2,0.20000000000000284,0.3135,1.593,2.273,4.2,57.1,2.733333333333333,7,pro_marginal,4.9,1.5,-0.7223333333333328,1,1,0,0,nerf,MIXED,MISS,OVERSHOOT,2.0,rank,0,0,1,nerf,1.853,0,0.0,1.853,2.08851317752362,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3478,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,1.106,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,7.0,0.0541,0.0,0.0,0.38,0.8847338319401672,0.0,0.0,0.0,0.0,-0.5,-0.20000000000000284,Deadlock,E11A1,26,stable_balanced,none,none,none,none,0.0,stable
2.099,50.2,0.20000000000000284,0.35750000000000015,1.8313333333333333,2.273,4.7,37.5,3.9,8,pro_marginal,4.9,0.9499999999999997,-1.8009999999999997,1,1,0,1,nerf,MIXED,MISS,OVERSHOOT,2.0,rank,0,0,1,nerf,1.722,0,0.0,1.722,2.2391615054787994,0.7,0.7,0.5,0.0,1.0,0.0,1.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3302,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,1.154,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,7.0,0.0379,0.0,0.0,0.404,0.9234491860976684,0.0,0.0,0.0,0.0,-0.5,-0.20000000000000284,Deadlock,E11A2,27,stable_balanced,none,none,none,none,0.0,stable
2.263,49.83,-0.1700000000000017,0.12599999999999933,2.1243333333333334,2.273,11.9,48.0,9.333333333333334,16,pro_viable,12.7,1.849999999999999,-7.070333333333334,1,1,0,2,nerf,MIXED,MISS,OVERSHOOT,2.0,rank,0,0,1,nerf,1.596,0,0.0,1.596,5.258506407423774,0.7,0.7,0.5,0.0,1.0,0.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2974,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,7.0,0.0276,0.0,0.0,0.44,0.9956005279366476,0.0,0.0,0.0,0.0,-0.5,0.1700000000000017,Deadlock,E11A3,28,nerf_multi_rank,nerf,multi,rank,first,,nerf
1.508,50.08,0.0799999999999983,-0.2955000000000002,1.9566666666666668,2.273,5.7,50.0,13.9,21,pro_viable,20.2,-7.25,-12.392,2,2,0,0,nerf,MIXED,HIT,OVERSHOOT,2.0,rank,0,0,2,nerf,1.948,0,0.0,1.948,3.779840848806366,0.7,0.7,0.5,0.0,1.0,0.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4484,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.829,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,7.0,0.0492,0.0,0.0,0.287,0.6634403871535416,0.0,0.0,0.0,0.0,-0.5,-0.0799999999999983,Deadlock,E12A1,29,stable_balanced,none,none,none,none,0.0,stable
0.994,49.85,-0.14999999999999858,-0.6345000000000001,1.5883333333333332,2.273,5.7,50.0,13.9,21,pro_viable,20.2,-7.25,-12.906,2,2,0,1,nerf,MIXED,HIT,OVERSHOOT,2.0,rank,0,0,2,nerf,1.946,1,1.946,0.0,5.734406438631791,0.7,0.7,0.5,0.0,1.0,0.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5512,0.0,0.0,2,0.75,0.0,1.0,0.0,0.0,0.0,0.547,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,7.0,0.0331,0.0,0.0,0.192,0.4373075230972283,0.0,0.0,0.0,0.0,-0.5,0.14999999999999858,Deadlock,V26A2,30,stable_balanced,none,none,none,none,0.0,stable
5.246,50.43,0.4299999999999997,0.0,5.246,5.246,0.0,,0.0,0,pro_absent,0.0,0.0,,2,1,1,0,buff,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,1,buff,1.0,1,1.0,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.9507999999999999,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,3.148,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5.0,0.3,0.0,0.0,0.734,1.0,0.0,0.0,0.0,0.0,0.0,0.4299999999999997,Fade,E4A3,8,stable,,,,,,stable
4.636,50.3,0.29999999999999716,-0.6100000000000011,4.941000000000001,5.246,51.5,50.0,51.5,1,pro_staple,51.5,0.0,-46.864,2,1,1,1,buff,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,1,buff,1.0,1,1.0,0.0,11.108714408973253,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0728,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,2.782,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5.0,0.3,0.0,0.0,0.649,0.883720930232558,0.0,0.0,0.0,0.0,0.0,0.29999999999999716,Fade,E5A1,9,stable_strong,none,none,none,none,0.0,stable
5.815,50.47,0.46999999999999886,0.2844999999999996,5.232333333333334,5.815,51.5,50.0,51.5,1,pro_staple,51.5,0.0,-45.685,2,1,1,2,buff,UNKNOWN,NO_DATA,NO_DATA,2.0,rank,0,0,1,buff,1.0,1,1.0,0.0,8.856405846947549,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.837,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,3.489,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5.0,0.3,0.0,0.0,0.814,1.0,0.0,0.0,0.0,0.0,0.0,0.46999999999999886,Fade,E5A2,10,nerf_multi_rank,nerf,multi,rank,first,,nerf
4.26,49.39,-0.6099999999999994,-0.1880000000000003,4.903666666666667,5.815,53.5,52.2,52.5,2,pro_staple,53.5,1.9999999999999991,-48.24,3,2,1,0,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,1.0,1,1.0,0.0,12.55868544600939,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.148,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,2.556,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5.0,0.3,0.0,0.0,0.596,0.7325881341358554,0.0,0.0,0.0,1.0,-2.0,0.6099999999999994,Fade,E6A1,11,stable_strong,none,none,none,none,0.0,stable
2.915,48.88,-1.1199999999999974,-1.4499999999999997,4.329999999999999,5.815,53.5,52.2,52.5,2,pro_staple,53.5,1.9999999999999991,-49.585,3,2,1,1,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,1.0,1,1.0,0.0,18.353344768439108,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.417,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.749,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,5.0,0.3,0.0,0.0,0.408,0.5012897678417885,0.0,0.0,0.0,1.0,-2.0,1.1199999999999974,Fade,E6A2,12,stable_strong,none,none,none,none,0.0,stable
2.722,49.54,-0.46000000000000085,-0.7689999999999998,3.299,5.815,53.5,52.2,52.5,2,pro_staple,53.5,1.9999999999999991,-49.778,3,2,1,2,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,1.848,1,1.848,0.0,19.654665686994857,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.4556,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.633,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,7.0,0.0237,0.0,0.0,0.531,0.4680997420464316,0.0,0.0,0.0,1.0,-2.0,0.46000000000000085,Fade,E6A3,13,stable_strong,none,none,none,none,0.0,stable
2.166,49.43,-0.5700000000000003,-0.3744999999999994,2.6010000000000004,5.815,23.4,45.9,42.800000000000004,3,pro_staple,53.5,-14.05,-40.63400000000001,3,2,1,3,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.11,1,2.11,0.0,10.80332409972299,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5668,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,7.0,0.0382,0.0,0.0,0.417,0.37248495270851245,0.0,0.0,0.0,1.0,-2.0,0.5700000000000003,Fade,E7A1,14,stable_balanced,none,none,none,none,0.0,stable
1.455,49.75,-0.25,-0.6335,2.114333333333333,5.815,11.4,54.8,12.233333333333334,6,pro_viable,53.5,3.9000000000000012,-10.778333333333334,3,2,1,4,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,1.904,1,1.904,0.0,7.835051546391752,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.709,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.873,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,7.0,0.0375,0.0,0.0,0.28,0.25021496130696474,0.0,0.0,0.0,1.0,-2.0,0.25,Fade,E7A2,15,stable_balanced,none,none,none,none,0.0,stable
1.581,50.16,0.1599999999999966,-0.2925000000000002,1.734,5.815,11.3,64.3,14.800000000000002,7,pro_viable,53.5,-5.199999999999995,-13.219000000000003,3,2,1,5,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,1.77,0,0.0,1.77,7.147375079063885,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.6838,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.949,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,7.0,0.0269,0.0,0.0,0.308,0.27188306104901117,0.0,0.0,0.0,1.0,-2.0,-0.1599999999999966,Fade,E7A3,16,stable,,,,,,stable
1.454,50.16,0.1599999999999966,-0.0004999999999999587,1.4966666666666668,5.815,11.3,64.3,14.800000000000002,7,pro_viable,53.5,-5.199999999999995,-13.346000000000002,3,2,1,6,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,1.644,0,0.0,1.644,7.771664374140303,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.7092,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.872,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,7.0,0.0315,0.0,0.0,0.282,0.2500429922613929,0.0,0.0,0.0,1.0,-2.0,-0.1599999999999966,Fade,E8A1,17,stable,,,,,,stable
1.377,50.0,0.0,-0.10199999999999995,1.4706666666666666,5.815,11.3,64.3,14.800000000000002,7,pro_viable,53.5,-5.199999999999995,-13.423000000000002,3,2,1,7,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.464,1,2.464,0.0,8.206245461147422,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.7246,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.826,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,8.0,0.0641,0.0,0.0,0.258,0.23680137575236457,0.0,0.0,0.0,1.0,-2.0,-0.0,Fade,E8A2,18,stable_balanced,none,none,none,none,0.0,stable
1.564,50.07,0.07000000000000028,0.05500000000000023,1.4649999999999999,5.815,11.3,64.3,14.800000000000002,7,pro_viable,53.5,-5.199999999999995,-13.236000000000002,3,2,1,8,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.402,1,2.402,0.0,7.225063938618926,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.6872,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.938,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,7.0,0.0681,0.0,0.0,0.291,0.26895958727429065,0.0,0.0,0.0,1.0,-2.0,-0.07000000000000028,Fade,E8A3,19,stable_balanced,none,none,none,none,0.0,stable
1.615,50.2,0.20000000000000284,0.11899999999999977,1.5186666666666666,5.815,11.3,64.3,14.800000000000002,7,pro_viable,53.5,-5.199999999999995,-13.185000000000002,3,2,1,9,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.645,1,2.645,0.0,6.996904024767803,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.677,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.969,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,7.0,0.0957,0.0,0.0,0.292,0.27773000859845226,0.0,0.0,0.0,1.0,-2.0,-0.20000000000000284,Fade,E9A1,20,stable_balanced,none,none,none,none,0.0,stable
1.646,49.89,-0.10999999999999943,0.04099999999999974,1.6083333333333334,5.815,13.1,40.9,11.933333333333335,8,pro_viable,53.5,0.8499999999999981,-10.287333333333336,3,2,1,10,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,1.393,1,1.393,0.0,7.958687727825031,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.6708,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,7.0,0.0111,0.0,0.0,0.326,0.28306104901117796,0.0,0.0,0.0,1.0,-2.0,0.10999999999999943,Fade,E9A2,21,stable_balanced,none,none,none,none,0.0,stable
2.072,50.06,0.060000000000002274,0.2284999999999998,1.7776666666666667,5.815,18.5,47.1,23.53333333333333,12,pro_staple,53.5,-5.3999999999999995,-21.461333333333332,3,2,1,11,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.975,0,0.0,0.0,8.928571428571429,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5856,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.243,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,7.0,0.1205,0.0,0.0,0.364,0.35631986242476354,0.0,0.0,0.0,1.0,-2.0,-0.060000000000002274,Fade,E9A3,22,stable_balanced,none,none,none,none,0.0,stable
2.314,50.53,0.5300000000000011,0.33400000000000013,2.010666666666667,5.815,13.7,46.2,15.766666666666666,16,pro_staple,53.5,0.7999999999999976,-13.452666666666666,3,2,1,12,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.808,0,0.0,2.808,5.92048401037165,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5372,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.388,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,7.0,0.117,0.0,0.0,0.409,0.3979363714531384,0.0,0.0,0.0,1.0,-2.0,-0.5300000000000011,Fade,E10A1,23,stable_balanced,none,none,none,none,0.0,stable
1.94,50.76,0.759999999999998,-0.066,2.1086666666666667,5.815,16.3,60.0,17.166666666666668,17,pro_staple,53.5,-2.600000000000002,-15.226666666666668,3,2,1,13,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,3.09,0,0.0,0.0,8.402061855670103,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.612,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.164,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,7.0,0.1487,0.0,0.0,0.33,0.33361994840928627,0.0,0.0,0.0,1.0,-2.0,-0.759999999999998,Fade,E10A2,24,stable_balanced,none,none,none,none,0.0,stable
2.873,50.59,0.5900000000000034,0.27949999999999986,2.3756666666666666,5.815,19.6,57.6,20.1,21,pro_staple,53.5,-3.7500000000000004,-17.227,3,2,1,14,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.897,0,0.0,0.0,6.822137138879221,0.7,0.6,0.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.4254,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.724,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,7.0,0.1384,0.0,0.0,0.495,0.494067067927773,0.0,0.0,0.0,1.0,-2.0,-0.5900000000000034,Fade,E10A3,25,stable_balanced,none,none,none,none,0.0,stable
4.175,50.6,0.6000000000000014,1.1174999999999995,2.996,5.815,26.2,47.1,19.8,22,pro_staple,53.5,6.3,-15.625,3,2,1,15,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.409,0,0.0,0.0,6.275449101796407,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.165,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,2.505,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,7.0,0.1223,0.0,0.0,0.733,0.7179707652622527,0.0,0.0,0.0,1.0,-2.0,-0.6000000000000014,Fade,E11A1,26,stable_balanced,none,none,none,none,0.0,stable
4.762,50.66,0.6599999999999966,0.9444999999999997,3.936666666666666,5.815,34.3,52.5,26.7,23,pro_staple,53.5,7.349999999999999,-21.938,3,2,1,16,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.463,0,0.0,0.0,7.2028559428811425,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0476,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,2.857,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,7.0,0.1208,0.0,0.0,0.837,0.8189165950128976,0.0,0.0,0.0,1.0,-2.0,-0.6599999999999966,Fade,E11A2,27,stable_balanced,none,none,none,none,0.0,stable
5.111,50.32,0.3200000000000003,0.46800000000000047,4.682666666666666,5.815,13.8,48.3,20.433333333333334,31,pro_staple,53.5,-7.05,-15.322333333333333,3,2,1,17,nerf,DUAL_HIT,HIT,HIT,2.0,rank,0,0,1,nerf,2.266,0,0.0,2.266,2.7000586969281946,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.9778,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,3.067,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,7.0,0.0963,0.0,0.0,0.924,0.8789337919174548,0.0,0.0,0.0,1.0,-2.0,-0.3200000000000003,Fade,E11A3,28,nerf_multi_rank,nerf,multi,rank,first,,nerf
5.183,50.23,0.22999999999999687,0.21050000000000008,5.018666666666666,5.815,38.1,62.2,39.5,38,pro_staple,53.5,0.15000000000000221,-34.317,4,3,1,0,nerf,RANK_FAIL,MISS,HIT,2.0,rank,0,0,2,nerf,2.377,0,0.0,0.0,7.350955045340537,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.9634,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,7.0,0.1224,0.0,0.0,0.91,0.8913155631986242,0.0,0.0,0.0,0.0,-0.5,-0.22999999999999687,Fade,E12A1,29,stable_strong,none,none,none,none,0.0,stable
