act,map,agent,uuid,matches,win_rate,kd
E7A3,Split,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,119745,50.98,0.0
E7A3,Split,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,18472,49.75,0.0
E7A3,Split,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,126931,50.27,0.0
E7A3,Split,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,19999,48.22,0.0
E7A3,Split,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,48224,49.88,0.0
E7A3,Split,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,23535,45.91,0.0
E7A3,Split,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,38076,50.27,0.0
E7A3,Split,Raze,f94c3b30-42be-e959-889c-5aa313dba261,128626,50.38,0.0
E7A3,Split,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,133854,50.0,0.0
E7A3,Split,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,128491,49.96,0.0
E7A3,Sunset,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,44933,51.31,0.0
E7A3,Sunset,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,38890,50.56,0.0
E7A3,Sunset,Omen,8e253930-4c05-31dd-1b6c-968525494517,152060,49.79,0.0
E7A3,Sunset,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,12175,47.97,0.0
E7A3,Sunset,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,67355,51.04,0.0
E7A3,Sunset,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,45926,51.8,0.0
E7A3,Sunset,Viper,707eab51-4836-f488-046a-cda6bf494859,11889,48.12,0.0
E7A3,Sunset,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,16223,47.79,0.0
E7A3,Sunset,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,29924,48.8,0.0
E7A3,Sunset,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,7931,48.69,0.0
E7A3,Sunset,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,16830,46.63,0.0
E7A3,Sunset,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,47615,49.05,0.0
E7A3,Sunset,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,139236,50.95,0.0
E7A3,Sunset,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,44666,50.34,0.0
E7A3,Sunset,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,91516,50.04,0.0
E7A3,Sunset,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,37111,49.4,0.0
E7A3,Sunset,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,20734,48.52,0.0
E7A3,Sunset,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,27734,45.52,0.0
E7A3,Sunset,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,31849,51.35,0.0
E7A3,Sunset,Raze,f94c3b30-42be-e959-889c-5aa313dba261,75364,49.39,0.0
E7A3,Sunset,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,132891,50.47,0.0
E7A3,Sunset,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,170886,50.91,0.0
E8A1,ALL,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,269234,51.49,0.0
E8A1,ALL,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,114237,50.0,0.0
E8A1,ALL,Omen,8e253930-4c05-31dd-1b6c-968525494517,711985,49.33,0.0
E8A1,ALL,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,60586,47.8,0.0
E8A1,ALL,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,381616,51.25,0.0
E8A1,ALL,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,169810,51.5,0.0
E8A1,ALL,Viper,707eab51-4836-f488-046a-cda6bf494859,386909,50.41,0.0
E8A1,ALL,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,104650,48.11,0.0
E8A1,ALL,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,154882,48.63,0.0
E8A1,ALL,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,81880,50.92,0.0
E8A1,ALL,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,35973,46.75,0.0
E8A1,ALL,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,383186,49.42,0.0
E8A1,ALL,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,824943,50.76,0.0
E8A1,ALL,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,213505,50.36,0.0
E8A1,ALL,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,401017,49.59,0.0
E8A1,ALL,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,291224,49.7,0.0
E8A1,ALL,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,526896,50.46,0.0
E8A1,ALL,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,161711,45.7,0.0
E8A1,ALL,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,111421,50.15,0.0
E8A1,ALL,Raze,f94c3b30-42be-e959-889c-5aa313dba261,508899,49.77,0.0
E8A1,ALL,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,1003460,50.17,0.0
E8A1,ALL,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,658337,50.39,0.0
E8A1,Ascent,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,39845,52.9,0.0
E8A1,Ascent,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,11849,49.68,0.0
E8A1,Ascent,Omen,8e253930-4c05-31dd-1b6c-968525494517,153723,49.45,0.0
E8A1,Ascent,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,5654,47.15,0.0
E8A1,Ascent,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,40029,51.17,0.0
E8A1,Ascent,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,40243,52.37,0.0
E8A1,Ascent,Viper,707eab51-4836-f488-046a-cda6bf494859,3531,48.6,0.0
E8A1,Ascent,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,10213,48.34,0.0
E8A1,Ascent,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,12504,48.1,0.0
E8A1,Ascent,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,9910,51.83,0.0
E8A1,Ascent,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,1110,44.32,0.0
E8A1,Ascent,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,32514,48.61,0.0
E8A1,Ascent,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,117267,50.59,0.0
E8A1,Ascent,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,10416,48.55,0.0
E8A1,Ascent,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,26728,48.96,0.0
E8A1,Ascent,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,99068,49.54,0.0
E8A1,Ascent,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,137668,50.82,0.0
E8A1,Ascent,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,39769,45.72,0.0
E8A1,Ascent,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,16831,50.37,0.0
E8A1,Ascent,Raze,f94c3b30-42be-e959-889c-5aa313dba261,40584,49.3,0.0
E8A1,Ascent,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,168606,50.04,0.0
E8A1,Ascent,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,68166,51.04,0.0
E8A1,Bind,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,130260,51.24,0.0
E8A1,Bind,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,20653,50.17,0.0
E8A1,Bind,Omen,8e253930-4c05-31dd-1b6c-968525494517,61363,47.94,0.0
E8A1,Bind,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,5710,46.95,0.0
E8A1,Bind,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,50726,51.48,0.0
E8A1,Bind,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,24781,51.38,0.0
E8A1,Bind,Viper,707eab51-4836-f488-046a-cda6bf494859,15101,49.47,0.0
E8A1,Bind,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,19910,48.52,0.0
E8A1,Bind,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,15785,47.74,0.0
E8A1,Bind,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,13897,52.23,0.0
E8A1,Bind,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,1839,45.13,0.0
E8A1,Bind,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,51561,49.11,0.0
E8A1,Bind,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,108825,50.44,0.0
E8A1,Bind,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,25646,50.81,0.0
E8A1,Bind,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,108022,49.86,0.0
E8A1,Bind,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,23350,47.99,0.0
E8A1,Bind,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,34124,50.41,0.0
E8A1,Bind,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,12553,45.27,0.0
E8A1,Bind,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,12459,49.18,0.0
E8A1,Bind,Raze,f94c3b30-42be-e959-889c-5aa313dba261,123125,50.18,0.0
E8A1,Bind,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,109717,49.9,0.0
E8A1,Bind,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,116157,50.43,0.0
E8A1,Breeze,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,6048,46.06,0.0
E8A1,Breeze,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,5722,49.07,0.0
E8A1,Breeze,Omen,8e253930-4c05-31dd-1b6c-968525494517,13327,45.64,0.0
E8A1,Breeze,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,14806,48.85,0.0
E8A1,Breeze,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,31154,49.87,0.0
E8A1,Breeze,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,13666,50.33,0.0
E8A1,Breeze,Viper,707eab51-4836-f488-046a-cda6bf494859,181419,50.49,0.0
E8A1,Breeze,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,22468,48.92,0.0
E8A1,Breeze,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,5461,45.98,0.0
E8A1,Breeze,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,5967,49.12,0.0
E8A1,Breeze,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,11344,46.33,0.0
E8A1,Breeze,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,80418,49.95,0.0
E8A1,Breeze,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,129901,51.2,0.0
E8A1,Breeze,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,21028,50.37,0.0
E8A1,Breeze,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,33569,48.24,0.0
E8A1,Breeze,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,4015,46.95,0.0
E8A1,Breeze,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,138154,50.67,0.0
E8A1,Breeze,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,31403,45.86,0.0
E8A1,Breeze,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,3233,48.13,0.0
E8A1,Breeze,Raze,f94c3b30-42be-e959-889c-5aa313dba261,12353,47.22,0.0
E8A1,Breeze,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,177941,50.36,0.0
E8A1,Breeze,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,124522,50.7,0.0
E8A1,Icebox,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,10011,49.73,0.0
E8A1,Icebox,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,10870,49.88,0.0
E8A1,Icebox,Omen,8e253930-4c05-31dd-1b6c-968525494517,38040,47.45,0.0
E8A1,Icebox,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,10362,47.99,0.0
E8A1,Icebox,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,80902,51.37,0.0
E8A1,Icebox,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,15165,51.29,0.0
E8A1,Icebox,Viper,707eab51-4836-f488-046a-cda6bf494859,163487,50.59,0.0
E8A1,Icebox,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,12834,47.44,0.0
E8A1,Icebox,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,7720,46.98,0.0
E8A1,Icebox,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,13111,50.28,0.0
E8A1,Icebox,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,8079,47.58,0.0
E8A1,Icebox,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,81357,49.58,0.0
E8A1,Icebox,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,135918,50.85,0.0
E8A1,Icebox,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,23097,50.31,0.0
E8A1,Icebox,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,23699,48.18,0.0
E8A1,Icebox,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,61602,50.6,0.0
E8A1,Icebox,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,141311,50.37,0.0
E8A1,Icebox,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,23906,45.71,0.0
E8A1,Icebox,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,3764,48.41,0.0
E8A1,Icebox,Raze,f94c3b30-42be-e959-889c-5aa313dba261,53865,48.69,0.0
E8A1,Icebox,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,170465,50.46,0.0
E8A1,Icebox,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,23101,48.23,0.0
E8A1,Lotus,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,25448,51.51,0.0
E8A1,Lotus,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,23909,50.25,0.0
E8A1,Lotus,Omen,8e253930-4c05-31dd-1b6c-968525494517,150753,49.84,0.0
E8A1,Lotus,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,10021,47.31,0.0
E8A1,Lotus,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,36743,50.53,0.0
E8A1,Lotus,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,20155,51.43,0.0
E8A1,Lotus,Viper,707eab51-4836-f488-046a-cda6bf494859,9287,50.25,0.0
E8A1,Lotus,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,13034,47.36,0.0
E8A1,Lotus,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,56491,49.04,0.0
E8A1,Lotus,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,15397,50.78,0.0
E8A1,Lotus,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,5798,48.14,0.0
E8A1,Lotus,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,74527,49.9,0.0
E8A1,Lotus,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,109884,50.79,0.0
E8A1,Lotus,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,63283,50.32,0.0
E8A1,Lotus,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,61139,49.82,0.0
E8A1,Lotus,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,13262,49.92,0.0
E8A1,Lotus,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,67046,50.34,0.0
E8A1,Lotus,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,10919,45.27,0.0
E8A1,Lotus,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,22869,50.54,0.0
E8A1,Lotus,Raze,f94c3b30-42be-e959-889c-5aa313dba261,105567,50.0,0.0
E8A1,Lotus,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,123220,50.22,0.0
E8A1,Lotus,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,52953,49.97,0.0
E8A1,Split,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,29911,52.06,0.0
E8A1,Split,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,14404,50.39,0.0
E8A1,Split,Omen,8e253930-4c05-31dd-1b6c-968525494517,147877,49.7,0.0
E8A1,Split,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,6274,47.08,0.0
E8A1,Split,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,103561,51.75,0.0
E8A1,Split,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,19769,50.6,0.0
E8A1,Split,Viper,707eab51-4836-f488-046a-cda6bf494859,8902,49.24,0.0
E8A1,Split,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,11609,47.79,0.0
E8A1,Split,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,34386,49.35,0.0
E8A1,Split,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,11988,50.81,0.0
E8A1,Split,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,1190,46.13,0.0
E8A1,Split,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,28645,48.59,0.0
E8A1,Split,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,105249,50.6,0.0
E8A1,Split,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,20409,50.4,0.0
E8A1,Split,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,93907,50.05,0.0
E8A1,Split,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,15746,48.44,0.0
E8A1,Split,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,28073,49.2,0.0
E8A1,Split,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,19812,45.65,0.0
E8A1,Split,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,29084,49.8,0.0
E8A1,Split,Raze,f94c3b30-42be-e959-889c-5aa313dba261,106153,50.13,0.0
E8A1,Split,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,127147,49.81,0.0
E8A1,Split,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,114718,50.05,0.0
E8A1,Sunset,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,27711,51.81,0.0
E8A1,Sunset,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,26830,49.82,0.0
E8A1,Sunset,Omen,8e253930-4c05-31dd-1b6c-968525494517,146902,49.72,0.0
E8A1,Sunset,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,7759,47.83,0.0
E8A1,Sunset,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,38501,51.19,0.0
E8A1,Sunset,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,36031,51.66,0.0
E8A1,Sunset,Viper,707eab51-4836-f488-046a-cda6bf494859,5182,48.46,0.0
E8A1,Sunset,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,14582,47.61,0.0
E8A1,Sunset,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,22535,48.63,0.0
E8A1,Sunset,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,11610,50.53,0.0
E8A1,Sunset,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,6613,46.18,0.0
E8A1,Sunset,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,34164,48.7,0.0
E8A1,Sunset,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,117899,50.78,0.0
E8A1,Sunset,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,49626,50.56,0.0
E8A1,Sunset,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,53953,49.73,0.0
E8A1,Sunset,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,8070,47.63,0.0
E8A1,Sunset,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,46631,49.96,0.0
E8A1,Sunset,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,23349,45.92,0.0
E8A1,Sunset,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,23181,51.15,0.0
E8A1,Sunset,Raze,f94c3b30-42be-e959-889c-5aa313dba261,67252,49.75,0.0
E8A1,Sunset,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,126364,50.2,0.0
E8A1,Sunset,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,158720,50.55,0.0
E8A2,ALL,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,135387,48.08,0.0
E8A2,ALL,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,117465,49.98,0.0
E8A2,ALL,Omen,8e253930-4c05-31dd-1b6c-968525494517,412782,45.7,0.0
E8A2,ALL,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,94183,48.45,0.0
E8A2,ALL,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,362870,50.92,0.0
E8A2,ALL,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,184438,51.15,0.0
E8A2,ALL,Viper,707eab51-4836-f488-046a-cda6bf494859,217408,49.37,0.0
E8A2,ALL,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,106118,48.03,0.0
E8A2,ALL,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,171254,48.85,0.0
E8A2,ALL,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,76718,50.71,0.0
E8A2,ALL,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,62759,45.82,0.0
E8A2,ALL,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,823412,53.25,0.0
E8A2,ALL,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,388010,49.54,0.0
E8A2,ALL,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,806775,50.61,0.0
E8A2,ALL,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,479256,50.39,0.0
E8A2,ALL,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,262330,49.28,0.0
E8A2,ALL,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,339474,50.03,0.0
E8A2,ALL,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,517757,50.5,0.0
E8A2,ALL,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,192664,45.33,0.0
E8A2,ALL,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,39137,46.23,0.0
E8A2,ALL,Raze,f94c3b30-42be-e959-889c-5aa313dba261,554274,49.83,0.0
E8A2,ALL,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,953225,50.05,0.0
E8A2,ALL,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,688036,50.23,0.0
E8A2,Ascent,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,18779,49.35,0.0
E8A2,Ascent,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,12620,50.02,0.0
E8A2,Ascent,Omen,8e253930-4c05-31dd-1b6c-968525494517,86892,46.27,0.0
E8A2,Ascent,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,10001,47.76,0.0
E8A2,Ascent,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,43432,50.82,0.0
E8A2,Ascent,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,43670,52.39,0.0
E8A2,Ascent,Viper,707eab51-4836-f488-046a-cda6bf494859,1530,48.82,0.0
E8A2,Ascent,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,9947,48.33,0.0
E8A2,Ascent,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,16572,48.95,0.0
E8A2,Ascent,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,8700,50.92,0.0
E8A2,Ascent,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,1006,43.04,0.0
E8A2,Ascent,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,128113,53.04,0.0
E8A2,Ascent,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,33320,48.95,0.0
E8A2,Ascent,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,117042,50.37,0.0
E8A2,Ascent,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,25054,48.58,0.0
E8A2,Ascent,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,19953,48.45,0.0
E8A2,Ascent,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,105472,49.74,0.0
E8A2,Ascent,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,140007,51.23,0.0
E8A2,Ascent,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,49080,45.35,0.0
E8A2,Ascent,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,5662,47.05,0.0
E8A2,Ascent,Raze,f94c3b30-42be-e959-889c-5aa313dba261,44020,49.34,0.0
E8A2,Ascent,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,169540,49.85,0.0
E8A2,Ascent,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,76736,50.91,0.0
E8A2,Bind,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,68565,48.29,0.0
E8A2,Bind,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,21739,50.14,0.0
E8A2,Bind,Omen,8e253930-4c05-31dd-1b6c-968525494517,34662,44.59,0.0
E8A2,Bind,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,10690,48.19,0.0
E8A2,Bind,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,50582,50.89,0.0
E8A2,Bind,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,26609,50.82,0.0
E8A2,Bind,Viper,707eab51-4836-f488-046a-cda6bf494859,7313,48.48,0.0
E8A2,Bind,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,19610,49.11,0.0
E8A2,Bind,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,19904,48.24,0.0
E8A2,Bind,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,15043,51.94,0.0
E8A2,Bind,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,2393,43.88,0.0
E8A2,Bind,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,128851,52.77,0.0
E8A2,Bind,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,49469,49.23,0.0
E8A2,Bind,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,112023,50.58,0.0
E8A2,Bind,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,74914,50.78,0.0
E8A2,Bind,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,81232,49.61,0.0
E8A2,Bind,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,31362,49.94,0.0
