act_name,act_idx,agent,win_rate_pct,pick_rate_pct,matches,total_matches_dp,kd,kills,deaths,avg_score,source,overlap_vstats
E4A2,7,Reyna,50.4,11.602,2519196.0,21713862,1.077,17.1,15.8,235.0,maxmunzy,False
E4A2,7,Sage,51.29,8.214,1783521.0,21713862,0.947,14.1,14.9,195.0,maxmunzy,False
E4A2,7,Skye,49.99,3.966,861237.0,21713862,0.944,14.5,15.3,198.0,maxmunzy,False
E4A2,7,Sova,50.6,8.675,1883634.0,21713862,0.966,14.1,14.7,199.0,maxmunzy,False
E4A2,7,Viper,50.26,5.829,1265769.0,21713862,0.965,14.3,14.7,197.0,maxmunzy,False
E4A2,7,Yoru,46.3,1.163,252603.0,21713862,0.962,15.4,15.9,211.0,maxmunzy,False
E4A3,8,Astra,48.75,0.873,239547.0,27426525,1.003,14.9,14.9,202.0,maxmunzy,False
E4A3,8,Breach,48.61,2.265,621282.0,27426525,0.929,14.2,15.4,195.0,maxmunzy,False
E4A3,8,Brimstone,51.29,5.384,1476705.0,27426525,0.978,14.6,15.0,205.0,maxmunzy,False
E4A3,8,Chamber,50.06,15.334,4205562.0,27426525,1.114,16.7,15.0,224.0,maxmunzy,False
E4A3,8,Cypher,47.11,1.412,387294.0,27426525,0.982,14.7,14.9,198.0,maxmunzy,False
E4A3,8,Fade,50.43,5.246,1438863.0,27426525,0.956,14.4,15.1,200.0,maxmunzy,False
E4A3,8,Jett,49.34,11.715,3213051.0,27426525,1.052,17.0,16.2,234.0,maxmunzy,False
E4A3,8,KAY/O,45.98,3.598,986697.0,27426525,0.917,14.3,15.6,203.0,maxmunzy,False
E4A3,8,Killjoy,50.47,1.868,512193.0,27426525,1.008,14.6,14.5,202.0,maxmunzy,False
E4A3,8,Neon,48.81,1.894,519333.0,27426525,0.984,16.2,16.5,226.0,maxmunzy,False
E4A3,8,Omen,48.99,6.951,1906380.0,27426525,0.973,14.8,15.2,201.0,maxmunzy,False
E4A3,8,Phoenix,48.3,0.484,132651.0,27426525,1.038,16.5,15.9,230.0,maxmunzy,False
E4A3,8,Raze,50.68,6.88,1887051.0,27426525,1.03,16.5,16.1,237.0,maxmunzy,False
E4A3,8,Reyna,50.86,11.345,3111561.0,27426525,1.107,17.4,15.7,239.0,maxmunzy,False
E4A3,8,Sage,51.29,7.891,2164134.0,27426525,0.949,14.2,14.9,196.0,maxmunzy,False
E4A3,8,Skye,49.92,4.042,1108536.0,27426525,0.951,14.5,15.3,199.0,maxmunzy,False
E4A3,8,Sova,50.0,5.825,1597626.0,27426525,0.968,14.3,14.8,200.0,maxmunzy,False
E4A3,8,Viper,50.09,6.02,1651176.0,27426525,0.98,14.5,14.7,199.0,maxmunzy,False
E4A3,8,Yoru,46.79,0.973,266883.0,27426525,0.997,15.7,15.8,216.0,maxmunzy,False
E5A1,9,Astra,48.11,1.072,495261.0,46183458,1.004,14.9,14.8,201.0,maxmunzy,False
E5A1,9,Breach,49.37,2.394,1105629.0,46183458,0.925,14.3,15.4,196.0,maxmunzy,False
E5A1,9,Brimstone,51.71,5.587,2580141.0,46183458,0.965,14.4,15.0,202.0,maxmunzy,False
E5A1,9,Chamber,50.3,15.719,7259391.0,46183458,1.113,16.8,15.0,225.0,maxmunzy,False
E5A1,9,Cypher,48.03,1.185,547434.0,46183458,0.981,14.5,14.8,198.0,maxmunzy,False
E5A1,9,Fade,50.3,4.636,2141133.0,46183458,0.948,14.3,15.1,198.0,maxmunzy,False
E5A1,9,Jett,49.49,11.537,5328072.0,46183458,1.06,17.1,16.1,236.0,maxmunzy,False
E5A1,9,KAY/O,46.43,3.902,1802085.0,46183458,0.911,14.2,15.6,201.0,maxmunzy,False
E5A1,9,Killjoy,51.58,1.925,888930.0,46183458,0.993,14.3,14.3,200.0,maxmunzy,False
E5A1,9,Neon,48.55,2.222,1026171.0,46183458,0.975,16.1,16.5,225.0,maxmunzy,False
E5A1,9,Omen,48.4,5.825,2690046.0,46183458,0.961,14.7,15.3,201.0,maxmunzy,False
E5A1,9,Phoenix,51.07,2.671,1233537.0,46183458,1.103,17.3,15.6,240.0,maxmunzy,False
E5A1,9,Raze,50.67,5.702,2633436.0,46183458,1.033,16.5,16.0,237.0,maxmunzy,False
E5A1,9,Reyna,50.6,10.069,4650435.0,46183458,1.11,17.5,15.8,241.0,maxmunzy,False
E5A1,9,Sage,50.98,7.727,3568419.0,46183458,0.937,13.9,14.9,193.0,maxmunzy,False
E5A1,9,Skye,50.02,4.505,2080392.0,46183458,0.944,14.5,15.3,199.0,maxmunzy,False
E5A1,9,Sova,50.32,5.444,2514402.0,46183458,0.971,14.4,14.8,201.0,maxmunzy,False
E5A1,9,Viper,50.25,6.747,3115794.0,46183458,0.979,14.5,14.7,200.0,maxmunzy,False
E5A1,9,Yoru,47.05,1.132,522750.0,46183458,0.994,15.7,15.9,216.0,maxmunzy,False
E5A2,10,Astra,50.01,1.498,658665.0,43956543,1.016,15.0,14.7,203.0,maxmunzy,False
E5A2,10,Breach,48.98,2.456,1079517.0,43956543,0.93,14.3,15.4,198.0,maxmunzy,False
E5A2,10,Brimstone,51.23,5.684,2498286.0,43956543,0.966,14.4,15.0,203.0,maxmunzy,False
E5A2,10,Chamber,50.0,15.553,6836448.0,43956543,1.1,16.5,15.0,222.0,maxmunzy,False
E5A2,10,Cypher,48.69,1.093,480369.0,43956543,0.988,14.6,14.8,198.0,maxmunzy,False
E5A2,10,Fade,50.47,5.815,2556069.0,43956543,0.945,14.2,15.0,197.0,maxmunzy,False
E5A2,10,Jett,50.01,10.91,4795581.0,43956543,1.068,17.1,16.1,237.0,maxmunzy,False
E5A2,10,KAY/O,45.96,3.954,1738233.0,43956543,0.911,14.2,15.6,201.0,maxmunzy,False
E5A2,10,Killjoy,50.87,1.93,848538.0,43956543,0.989,14.3,14.4,199.0,maxmunzy,False
E5A2,10,Neon,48.0,1.938,851802.0,43956543,0.98,16.3,16.6,227.0,maxmunzy,False
E5A2,10,Omen,48.5,5.366,2358852.0,43956543,0.965,14.7,15.3,201.0,maxmunzy,False
E5A2,10,Phoenix,51.15,3.179,1397247.0,43956543,1.109,17.3,15.6,240.0,maxmunzy,False
E5A2,10,Raze,50.33,6.003,2638689.0,43956543,1.04,16.6,16.0,239.0,maxmunzy,False
E5A2,10,Reyna,50.8,9.578,4210203.0,43956543,1.118,17.6,15.7,243.0,maxmunzy,False
E5A2,10,Sage,51.0,7.728,3396906.0,43956543,0.935,13.9,14.9,193.0,maxmunzy,False
E5A2,10,Skye,49.42,3.978,1748433.0,43956543,0.945,14.5,15.3,199.0,maxmunzy,False
E5A2,10,Sova,50.08,5.316,2336922.0,43956543,0.969,14.3,14.8,200.0,maxmunzy,False
E5A2,10,Viper,50.6,6.848,3010122.0,43956543,0.98,14.4,14.7,199.0,maxmunzy,False
E5A2,10,Yoru,47.8,1.173,515661.0,43956543,0.998,15.8,15.9,218.0,maxmunzy,False
E6A1,11,Astra,49.43,2.522,97623.0,3871413,1.042,15.3,14.6,207.0,maxmunzy,False
E6A1,11,Breach,48.86,3.994,154640.0,3871413,0.942,14.5,15.4,200.0,maxmunzy,False
E6A1,11,Brimstone,50.94,4.817,186499.0,3871413,0.985,14.6,14.9,207.0,maxmunzy,False
E6A1,11,Chamber,47.93,2.886,111725.0,3871413,1.09,16.4,15.1,220.0,maxmunzy,False
E6A1,11,Cypher,48.94,4.277,165563.0,3871413,1.013,14.9,14.7,202.0,maxmunzy,False
E6A1,11,Fade,49.39,4.26,164904.0,3871413,0.961,14.6,15.1,201.0,maxmunzy,False
E6A1,11,Harbor,45.76,1.564,60535.0,3871413,0.919,14.0,15.3,193.0,maxmunzy,False
E6A1,11,Jett,48.99,13.315,515491.0,3871413,1.086,17.4,16.1,241.0,maxmunzy,False
E6A1,11,KAY/O,45.52,3.521,136320.0,3871413,0.928,14.5,15.7,206.0,maxmunzy,False
E6A1,11,Killjoy,50.2,7.743,299745.0,3871413,1.025,14.8,14.4,204.0,maxmunzy,False
E6A1,11,Neon,47.14,1.433,55468.0,3871413,0.981,16.3,16.6,227.0,maxmunzy,False
E6A1,11,Omen,48.3,6.843,264921.0,3871413,0.981,14.9,15.2,206.0,maxmunzy,False
E6A1,11,Phoenix,50.76,2.998,116079.0,3871413,1.111,17.3,15.6,241.0,maxmunzy,False
E6A1,11,Raze,49.86,6.967,269724.0,3871413,1.053,16.9,16.1,242.0,maxmunzy,False
E6A1,11,Reyna,50.0,10.049,389022.0,3871413,1.135,17.9,15.8,246.0,maxmunzy,False
E6A1,11,Sage,50.69,7.925,306801.0,3871413,0.946,14.1,14.9,195.0,maxmunzy,False
E6A1,11,Skye,48.91,4.088,158271.0,3871413,0.957,14.6,15.3,202.0,maxmunzy,False
E6A1,11,Sova,49.81,5.582,216116.0,3871413,1.008,14.9,14.8,206.0,maxmunzy,False
E6A1,11,Viper,49.43,4.209,162966.0,3871413,1.008,15.0,14.8,207.0,maxmunzy,False
E6A1,11,Yoru,46.99,1.007,39000.0,3871413,1.019,16.1,15.8,221.0,maxmunzy,False
E6A2,12,Astra,49.46,2.352,2153081.0,91524947,1.041,15.3,14.7,207.0,maxmunzy,False
E6A2,12,Breach,48.44,3.268,2990679.0,91524947,0.94,14.5,15.4,199.0,maxmunzy,False
E6A2,12,Brimstone,51.18,4.9,4484702.0,91524947,0.983,14.7,14.9,207.0,maxmunzy,False
E6A2,12,Chamber,47.91,2.796,2558580.0,91524947,1.088,16.4,15.1,220.0,maxmunzy,False
E6A2,12,Cypher,48.83,4.014,3673936.0,91524947,1.01,14.9,14.7,202.0,maxmunzy,False
E6A2,12,Fade,48.88,2.915,2667941.0,91524947,0.959,14.5,15.2,201.0,maxmunzy,False
E6A2,12,Gekko,49.64,6.51,5958728.0,91524947,0.949,14.4,15.1,195.0,maxmunzy,False
E6A2,12,Harbor,46.01,1.192,1091057.0,91524947,0.919,14.0,15.3,192.0,maxmunzy,False
E6A2,12,Jett,49.1,13.395,12259358.0,91524947,1.082,17.4,16.1,240.0,maxmunzy,False
E6A2,12,KAY/O,45.11,2.583,2364123.0,91524947,0.924,14.5,15.7,205.0,maxmunzy,False
E6A2,12,Killjoy,50.06,7.674,7024040.0,91524947,1.026,14.8,14.4,204.0,maxmunzy,False
E6A2,12,Neon,47.3,1.185,1084747.0,91524947,0.983,16.2,16.5,227.0,maxmunzy,False
E6A2,12,Omen,48.32,7.287,6669354.0,91524947,0.982,15.0,15.3,206.0,maxmunzy,False
E6A2,12,Phoenix,50.56,2.681,2453822.0,91524947,1.108,17.3,15.6,241.0,maxmunzy,False
E6A2,12,Raze,49.65,6.561,6004659.0,91524947,1.049,16.9,16.1,241.0,maxmunzy,False
E6A2,12,Reyna,49.97,9.985,9138936.0,91524947,1.128,17.9,15.8,245.0,maxmunzy,False
E6A2,12,Sage,50.52,7.617,6971480.0,91524947,0.942,14.1,15.0,195.0,maxmunzy,False
E6A2,12,Skye,48.81,3.326,3044055.0,91524947,0.949,14.5,15.3,200.0,maxmunzy,False
E6A2,12,Sova,49.52,4.858,4446278.0,91524947,1.007,14.8,14.8,206.0,maxmunzy,False
E6A2,12,Viper,49.68,3.992,3653911.0,91524947,1.011,15.1,14.8,208.0,maxmunzy,False
E6A2,12,Yoru,46.62,0.908,831480.0,91524947,1.011,16.0,15.8,220.0,maxmunzy,False
E6A3,13,Astra,49.37,2.373,2948574.0,124247038,1.035,15.2,14.7,206.0,maxmunzy,True
E6A3,13,Breach,48.51,3.447,4282989.0,124247038,0.937,14.4,15.4,198.0,maxmunzy,True
E6A3,13,Brimstone,51.03,5.941,7380978.0,124247038,0.979,14.6,14.9,206.0,maxmunzy,True
E6A3,13,Chamber,48.07,3.976,4940657.0,124247038,1.081,16.3,15.1,218.0,maxmunzy,True
E6A3,13,Cypher,48.94,4.288,5327544.0,124247038,1.006,14.8,14.7,200.0,maxmunzy,True
E6A3,13,Fade,48.98,2.69,3342359.0,124247038,0.959,14.5,15.1,199.0,maxmunzy,True
E6A3,13,Gekko,49.55,3.22,4000388.0,124247038,0.942,14.2,15.1,193.0,maxmunzy,True
E6A3,13,Harbor,46.13,1.233,1531491.0,124247038,0.916,14.0,15.3,191.0,maxmunzy,True
E6A3,13,Jett,48.99,13.394,16642194.0,124247038,1.08,17.4,16.1,238.0,maxmunzy,True
E6A3,13,KAY/O,45.04,2.434,3024359.0,124247038,0.918,14.3,15.6,203.0,maxmunzy,True
E6A3,13,Killjoy,49.76,7.699,9565443.0,124247038,1.017,14.7,14.4,201.0,maxmunzy,True
E6A3,13,Neon,47.12,1.092,1356503.0,124247038,0.979,16.1,16.5,225.0,maxmunzy,True
E6A3,13,Omen,48.48,8.136,10108989.0,124247038,0.981,14.9,15.2,204.0,maxmunzy,True
E6A3,13,Phoenix,50.65,2.839,3527892.0,124247038,1.108,17.3,15.6,240.0,maxmunzy,True
E6A3,13,Raze,49.77,7.551,9381938.0,124247038,1.05,16.8,16.0,241.0,maxmunzy,True
E6A3,13,Reyna,49.9,9.258,11502776.0,124247038,1.128,17.8,15.7,243.0,maxmunzy,True
E6A3,13,Sage,50.51,6.484,8056014.0,124247038,0.94,14.1,15.0,194.0,maxmunzy,True
E6A3,13,Skye,49.28,6.239,7751864.0,124247038,0.952,14.4,15.2,198.0,maxmunzy,True
E6A3,13,Sova,49.54,4.225,5249387.0,124247038,1.008,14.8,14.7,206.0,maxmunzy,True
E6A3,13,Viper,49.12,2.442,3034415.0,124247038,1.011,15.0,14.8,207.0,maxmunzy,True
E6A3,13,Yoru,47.1,1.038,1290284.0,124247038,1.015,16.0,15.8,220.0,maxmunzy,True
E7A1,14,Astra,49.37,2.763,1789373.0,64766151,1.038,15.2,14.7,206.0,maxmunzy,True
E7A1,14,Breach,48.56,3.626,2348507.0,64766151,0.931,14.3,15.4,196.0,maxmunzy,True
E7A1,14,Brimstone,51.05,6.015,3895633.0,64766151,0.982,14.6,14.9,205.0,maxmunzy,True
E7A1,14,Chamber,48.4,4.82,3121432.0,64766151,1.091,16.4,15.1,218.0,maxmunzy,True
E7A1,14,Cypher,49.12,4.129,2673873.0,64766151,1.012,14.8,14.7,199.0,maxmunzy,True
E7A1,14,Deadlock,48.9,2.877,1863150.0,64766151,1.008,15.2,15.1,212.0,maxmunzy,True
E7A1,14,Fade,49.03,2.153,1394362.0,64766151,0.962,14.5,15.1,199.0,maxmunzy,True
E7A1,14,Gekko,49.57,1.939,1255710.0,64766151,0.941,14.2,15.1,192.0,maxmunzy,True
E7A1,14,Harbor,45.91,0.77,498858.0,64766151,0.917,14.1,15.3,192.0,maxmunzy,True
