agent,patch,patch_act,direction,n_changes,n_skills_changed,trigger_type,has_mechanic,value_chg_max_abs,max_skill_weight,patch_importance_score,has_identity_change,identity_nerfed,identity_buffed,has_ult_change,mobility_skill_nerfed,rank_pr_t-1,rank_wr_t-1,rank_pr_pre_avg,rank_wr_pre_avg,rank_pr_pre_slope,rank_wr_vs50_pre,rank_pre_n_acts,vct_pr_t-1,vct_pr_pre_avg,vct_pr_pre_slope,vct_absence_pre,vct_pre_n_events,rank_vct_pr_gap_pre,vct_rank_pr_ratio,agent_role,agent_subrole,role_rank_pre,role_pr_share_pre,role_rival_pr_mean_pre,role_meta_trend,subrole_rank_pre,subrole_rival_pr_mean_pre,subrole_meta_trend,n_prev_patches,prev_nerf_count,prev_buff_count,acts_since_last_patch,last_patch_direction,multi_patch_4acts,rank_verdict,vct_verdict,vct_profile,combined_verdict,verdict_label,verdict_source
Cypher,5.12,E6A1,buff,2,1,rank_stat,0,19.0,1.0,1.0,0.0,0.0,0.0,0,0,1.093,48.69,1.23,47.943,-0.1595,-2.057,3.0,5.8,9.15,6.7,0,2.0,-11.407,11.436,sentinel,trapper,4.0,0.042,8.404,-0.1005,2.0,1.93,-0.1285,1,1,0,9,nerf,0,OVERSHOOT,MISS,pro_viable,MIXED,MIXED,rank
Cypher,7.09,E8A2,nerf,4,1,role_invasion,0,1.6666666666666667,1.0,1.0,0.0,0.0,0.0,0,0,8.909,50.36,8.938,50.4,-0.123,0.4,3.0,5.8,9.15,6.7,0,2.0,-3.591,1.403,sentinel,trapper,1.0,0.387,3.534,0.28,1.0,4.008,-0.203,2,1,1,7,buff,0,MISS,MISS,pro_viable,DUAL_MISS,DUAL_MISS,rank
Cypher,8.08,E9A2,nerf,3,1,rank_stat,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,7.971,50.29,8.439,50.257,-0.427,0.257,3.0,5.8,9.15,6.7,0,2.0,-4.529,1.568,sentinel,trapper,1.0,0.391,3.098,-0.978,1.0,4.746,-0.2785,3,2,1,3,nerf,1,MISS,MISS,pro_viable,DUAL_MISS,DUAL_MISS,rank
Deadlock,10.04,E11A1,nerf,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,1.384,49.85,1.68,50.33,-0.4445,0.33,3.0,4.2,3.5,-1.4,15,2.0,-1.416,2.023,sentinel,anchor,6.0,0.066,3.934,-2.1455,3.0,3.247,-0.4945,0,0,0,99,none,0,MISS,OVERSHOOT,pro_marginal,MIXED,MIXED,vct
Deadlock,11.08,E12A1,nerf,4,0,rank_stat,0,0.25,2.0,2.0,0.0,0.0,0.0,0,0,2.263,49.83,2.124,50.077,0.126,0.077,3.0,11.9,9.9,-4.0,16,2.0,-5.637,3.491,sentinel,anchor,4.0,0.118,3.373,-0.3645,3.0,5.207,2.054,1,1,0,3,nerf,1,HIT,OVERSHOOT,pro_viable,MIXED,MIXED,vct
Fade,11.08,E12A1,nerf,5,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,5.111,50.32,4.683,50.527,0.468,0.527,3.0,38.1,36.9,-2.4,1,2.0,-30.589,6.985,initiator,intel_init,2.0,0.237,3.295,0.6935,2.0,3.988,0.2805,3,2,1,18,nerf,0,MISS,HIT,pro_staple,RANK_FAIL,RANK_FAIL,vct
Fade,2.03,E2A1,nerf,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0,,,,initiator,intel_init,,,,,,,,0,0,0,99,none,0,NO_DATA,NO_DATA,pro_unknown,UNKNOWN,PENDING,none
Fade,4.09,E4A3,buff,1,1,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,1,0,,,,,,,,,,,0,,,,initiator,intel_init,,0.0,4.946,-0.2705,2.0,8.675,0.1285,1,1,0,8,nerf,0,NO_DATA,NO_DATA,pro_unknown,UNKNOWN,PENDING,none
Fade,5.12,E6A1,nerf,2,0,rank_stat,0,0.4,2.0,2.0,0.0,0.0,0.0,0,0,5.815,50.47,5.232,50.4,0.2845,0.4,3.0,53.5,53.5,0.0,1,1.0,-47.685,9.2,initiator,intel_init,1.0,0.331,3.917,0.0935,1.0,5.316,0.03,2,1,1,3,buff,1,HIT,HIT,pro_staple,DUAL_HIT,DUAL_HIT,vct
Gekko,11.08,E12A1,nerf,4,2,rank_stat,0,0.25,3.0,3.0,1.0,1.0,0.0,1,0,1.428,49.24,1.715,49.137,-0.2445,-0.863,3.0,0.8,2.5,3.4,4,2.0,-2.772,2.941,initiator,intel_init,5.0,0.066,4.031,0.6935,4.0,5.216,0.2805,5,4,1,5,nerf,0,HIT,OVERSHOOT,pro_marginal,MIXED,MIXED,vct
Gekko,12.03,V26A2,buff,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,0.941,49.13,1.389,49.13,-0.429,-0.87,3.0,0.8,2.5,3.4,6,2.0,-3.259,4.463,initiator,intel_init,6.0,0.043,4.148,0.263,4.0,5.491,-0.0675,6,5,1,1,nerf,1,MISS,MISS,pro_marginal,DUAL_MISS,DUAL_MISS,rank
Gekko,6.05,E6A2,buff,6,1,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,3,,,,initiator,intel_init,,0.0,4.481,0.4725,3.0,4.921,-0.119,0,0,0,99,none,0,NO_DATA,MISS,pro_unknown,UNKNOWN,PENDING,none
Gekko,6.06,E6A3,nerf,3,1,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,6.51,49.64,6.51,49.64,0.0,-0.36,1.0,,,,3,,,,initiator,intel_init,1.0,0.312,3.592,1.656,1.0,3.886,1.576,1,0,1,1,buff,1,HIT,MISS,pro_unknown,RANK_ONLY_HIT,RANK_ONLY_HIT,rank
Gekko,7.04,E8A1,nerf,2,1,rank_stat,0,0.2,3.0,3.0,1.0,1.0,0.0,0,0,1.785,50.24,2.864,50.27,0.1105,0.27,3.0,8.9,6.3,-5.2,4,2.0,-1.915,2.073,initiator,intel_init,4.0,0.094,4.285,-0.601,2.0,3.907,0.3745,2,1,1,4,nerf,1,MISS,HIT,pro_viable,RANK_FAIL,RANK_FAIL,vct
Gekko,7.12,E8A3,nerf,2,1,rank_stat,0,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0,0,5.693,50.4,3.397,50.3,1.954,0.3,3.0,8.9,6.3,-5.2,4,2.0,1.993,0.65,initiator,intel_init,2.0,0.294,3.411,0.207,2.0,4.179,2.226,3,2,1,2,nerf,1,MISS,MISS,pro_viable,DUAL_MISS,DUAL_MISS,rank
Gekko,9.08,E10A2,nerf,5,3,rank_stat,0,0.14285714285714285,3.0,2.0,1.0,0.0,1.0,1,0,1.97,49.82,2.379,50.037,0.1625,0.037,3.0,24.2,25.1,1.8,4,2.0,-24.03,13.198,initiator,intel_init,5.0,0.132,3.237,-2.4555,3.0,3.5,-0.439,4,3,1,5,nerf,0,HIT,MISS,pro_staple,PRO_FAIL,PRO_FAIL,rank
Harbor,12.02,V26A2,buff,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,0.428,46.32,0.295,43.957,0.172,-6.043,3.0,5.9,3.55,-4.7,6,2.0,-0.772,2.804,controller,waller,6.0,0.02,4.115,0.222,2.0,1.799,0.852,2,0,2,19,buff,0,MISS,HIT,pro_marginal,RANK_FAIL,RANK_FAIL,vct
Harbor,5.08,E5A2,buff,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,2,,,,controller,waller,,0.0,4.808,0.0805,2.0,6.747,0.459,0,0,0,99,none,0,NO_DATA,NO_DATA,pro_unknown,UNKNOWN,PENDING,none
Harbor,5.12,E6A1,buff,8,1,rank_stat,0,19.0,2.0,2.0,0.0,0.0,0.0,1,0,,,,,,,,,,,2,,,,controller,waller,,0.0,4.849,0.084,2.0,6.848,0.414,1,0,1,1,buff,1,NO_DATA,NO_DATA,pro_unknown,UNKNOWN,PENDING,none
Iso,10.04,E11A1,nerf,2,1,rank_stat,0,0.5,2.0,2.0,0.0,0.0,0.0,0,0,2.955,50.18,2.78,50.517,0.2455,0.517,3.0,4.0,6.5,5.0,19,2.0,-6.045,3.046,duelist,skirmisher,4.0,0.081,5.622,0.7605,2.0,4.68,1.0565,3,1,2,4,buff,1,HIT,OVERSHOOT,pro_viable,MIXED,MIXED,vct
Iso,11.08,E12A1,nerf,1,1,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,1,0,1.957,49.82,2.442,50.34,-0.1205,0.34,3.0,2.5,1.85,-1.3,21,2.0,0.757,0.613,duelist,skirmisher,7.0,0.057,5.39,-0.976,4.0,4.679,-0.2375,4,2,2,3,nerf,1,HIT,MISS,pro_marginal,PRO_FAIL,PRO_FAIL,rank
Iso,7.09,E8A2,buff,2,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,1.008,45.62,1.461,45.22,-0.905,-4.78,2.0,,,,8,,,,duelist,skirmisher,6.0,0.028,5.89,1.1605,4.0,4.721,0.867,0,0,0,99,none,0,MISS,MISS,pro_unknown,DUAL_MISS,DUAL_MISS,rank
Iso,8.01,E8A3,nerf,9,2,rank_stat,0,0.5,3.0,1.667,1.0,1.0,0.0,0,1,0.726,45.53,1.216,45.323,-0.5935,-4.677,3.0,,,,8,,,,duelist,skirmisher,7.0,0.021,5.575,-0.308,4.0,4.361,-0.612,1,0,1,1,buff,1,MISS,MISS,pro_unknown,DUAL_MISS,DUAL_MISS,rank
Iso,8.11,E9A3,buff,3,1,rank_stat,0,0.5,1.0,1.0,0.0,0.0,0.0,0,0,3.513,50.28,3.291,49.86,-0.3835,-0.14,3.0,,,,9,,,,duelist,skirmisher,4.0,0.092,5.801,0.491,2.0,4.779,0.416,2,1,1,3,nerf,1,MISS,MISS,pro_unknown,DUAL_MISS,DUAL_MISS,rank
Jett,3.06,E3A2,nerf,3,1,rank_stat,0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0,0,16.308,49.54,15.748,49.9,0.556,-0.1,3.0,,,,0,,,,duelist,entry_fragger,1.0,0.408,5.909,-1.8125,1.0,6.519,-1.0675,0,0,0,99,none,0,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Jett,3.07,E3A2,nerf,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,16.308,49.54,15.748,49.9,0.556,-0.1,3.0,,,,0,,,,duelist,entry_fragger,1.0,0.408,5.909,-1.8125,1.0,6.519,-1.0675,0,0,0,99,none,0,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Jett,5.03,E5A1,nerf,2,0,rank_stat,0,0.15000000000000002,2.0,2.0,0.0,0.0,0.0,0,0,11.715,49.34,15.421,49.933,-2.649,-0.067,3.0,65.0,65.0,0.0,0,1.0,-53.285,5.548,duelist,entry_fragger,1.0,0.352,4.315,-4.093,1.0,4.387,-3.757,2,2,0,5,nerf,0,MISS,OVERSHOOT,pro_staple,MIXED,MIXED,vct
Jett,7.04,E8A1,nerf,10,4,pro_dominance,0,0.5,3.0,2.0,1.0,1.0,1.0,1,1,12.304,50.2,13.219,50.09,-1.2515,0.09,3.0,31.4,48.2,33.6,0,2.0,-52.696,5.283,duelist,entry_fragger,1.0,0.354,3.748,0.1155,1.0,3.727,-1.828,3,3,0,8,nerf,0,MISS,HIT,pro_staple,RANK_FAIL,RANK_FAIL,vct
Jett,9.08,E10A2,nerf,1,1,rank_stat,1,,3.0,3.0,1.0,1.0,0.0,0,1,12.991,49.93,12.162,49.817,0.976,-0.183,3.0,31.4,48.2,33.6,0,2.0,-52.009,5.003,duelist,entry_fragger,1.0,0.369,3.696,-1.5765,1.0,3.647,-0.0925,4,4,0,7,nerf,0,MISS,HIT,pro_staple,RANK_FAIL,RANK_FAIL,vct
Killjoy,11.08,E12A1,nerf,7,1,rank_stat,0,0.6,3.0,3.0,1.0,1.0,1.0,0,0,2.012,50.37,2.807,50.2,-1.044,0.2,3.0,12.7,16.75,8.1,0,2.0,-18.788,10.338,sentinel,trapper,5.0,0.105,3.423,-0.3645,2.0,2.22,-2.4185,7,5,2,12,buff,0,HIT,OVERSHOOT,pro_staple,MIXED,MIXED,vct
Killjoy,2.03,E2A1,nerf,1,1,rank_stat,1,,2.0,2.0,0.0,0.0,0.0,1,0,,,,,,,,,,,0,,,,sentinel,trapper,,,,,,,,0,0,0,99,none,0,NO_DATA,NO_DATA,pro_unknown,UNKNOWN,PENDING,none
Killjoy,3.05,E3A2,nerf,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,5.541,51.56,6.433,50.577,-0.844,0.577,3.0,,,,0,,,,sentinel,trapper,2.0,0.24,8.795,-1.1385,1.0,4.342,-1.2095,1,1,0,4,nerf,1,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Killjoy,5.12,E6A1,buff,4,2,rank_stat,0,19.0,2.0,2.0,0.0,0.0,0.0,1,0,1.93,50.87,1.908,50.973,0.031,0.973,3.0,16.3,21.5,10.4,0,2.0,-24.77,13.834,sentinel,trapper,3.0,0.073,8.125,-0.1005,1.0,1.093,-0.1285,2,2,0,7,nerf,0,OVERSHOOT,OVERSHOOT,pro_staple,DUAL_OVERSHOOT,DUAL_OVERSHOOT,vct
Killjoy,6.01,E6A1,nerf,1,1,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,1.93,50.87,1.908,50.973,0.031,0.973,3.0,16.3,21.5,10.4,0,2.0,-24.77,13.834,sentinel,trapper,3.0,0.073,8.125,-0.1005,1.0,1.093,-0.1285,2,2,0,7,nerf,0,MISS,MISS,pro_staple,DUAL_MISS,DUAL_MISS,rank
Killjoy,6.03,E6A1,nerf,2,2,rank_stat,0,0.2,3.0,3.0,1.0,1.0,0.0,1,0,1.93,50.87,1.908,50.973,0.031,0.973,3.0,16.3,21.5,10.4,0,2.0,-24.77,13.834,sentinel,trapper,3.0,0.073,8.125,-0.1005,1.0,1.093,-0.1285,2,2,0,7,nerf,0,MISS,MISS,pro_staple,DUAL_MISS,DUAL_MISS,rank
Killjoy,6.08,E7A2,nerf,3,2,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,1,0,7.967,50.65,7.842,50.387,0.1465,0.387,3.0,16.3,21.5,10.4,0,2.0,-18.733,3.351,sentinel,trapper,1.0,0.345,3.782,0.4965,1.0,4.718,0.4985,5,4,1,4,nerf,1,HIT,MISS,pro_staple,PRO_FAIL,PRO_FAIL,rank
Killjoy,7.04,E8A1,buff,2,1,rank_stat,0,0.125,2.0,2.0,0.0,0.0,0.0,1,0,4.995,50.03,5.71,50.17,-1.486,0.17,3.0,16.3,21.5,10.4,0,2.0,-21.705,5.345,sentinel,trapper,2.0,0.215,4.559,0.0685,2.0,8.75,0.53,6,5,1,2,nerf,1,MISS,OVERSHOOT,pro_staple,MIXED,MIXED,vct
Neon,10.04,E11A1,buff,2,1,rank_stat,0,0.2,2.0,2.0,0.0,0.0,0.0,1,0,2.861,51.55,2.357,51.757,0.4515,1.757,3.0,15.7,12.0,-7.4,2,2.0,-5.439,2.901,duelist,entry_fragger,5.0,0.078,5.638,0.7605,3.0,8.416,-0.296,3,3,0,4,nerf,1,MISS,MISS,pro_viable,DUAL_MISS,DUAL_MISS,rank
Neon,11.08,E12A1,nerf,3,2,rank_stat,0,,3.0,2.333,1.0,1.0,1.0,0,1,2.963,51.56,3.065,51.297,-0.1155,1.297,3.0,44.9,41.5,-6.8,2,2.0,-35.137,12.859,duelist,entry_fragger,4.0,0.086,5.222,-0.976,3.0,7.668,-0.7385,4,3,1,3,buff,1,MISS,OVERSHOOT,pro_staple,MIXED,MIXED,vct
Neon,4.08,E4A3,nerf,4,1,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,0.907,46.45,3.589,47.6,-5.364,-2.4,2.0,8.3,8.3,0.0,0,1.0,-7.393,9.151,duelist,entry_fragger,5.0,0.024,7.262,-0.8745,3.0,11.526,0.6035,0,0,0,99,none,0,MISS,MISS,pro_viable,DUAL_MISS,DUAL_MISS,rank
Neon,5.03,E5A1,nerf,4,0,rank_stat,0,2.0,2.0,2.0,0.0,0.0,0.0,0,0,1.894,48.81,3.024,48.003,-2.1885,-1.997,3.0,8.3,8.3,0.0,0,1.0,-6.406,4.382,duelist,entry_fragger,4.0,0.057,6.279,-4.093,3.0,9.297,-3.757,1,1,0,1,nerf,1,MISS,MISS,pro_viable,DUAL_MISS,DUAL_MISS,rank
Neon,8.11,E9A3,nerf,6,1,rank_stat,0,1.0,3.0,3.0,1.0,0.0,1.0,0,0,0.952,48.48,2.16,50.15,-0.6525,0.15,3.0,15.7,12.0,-7.4,0,2.0,-7.348,8.718,duelist,entry_fragger,7.0,0.025,6.228,0.491,3.0,9.759,0.075,2,2,0,13,nerf,0,MISS,OVERSHOOT,pro_viable,MIXED,MIXED,vct
Omen,11.08,E12A1,nerf,3,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,3.847,45.58,4.809,45.98,-0.626,-4.02,3.0,55.9,54.45,-2.9,0,2.0,-49.153,13.777,controller,smoker,2.0,0.186,3.366,-0.0415,2.0,5.312,0.728,6,5,1,6,buff,0,MISS,MISS,pro_staple,DUAL_MISS,DUAL_MISS,rank
Omen,2.09,E2A3,nerf,1,0,rank_stat,1,,2.0,2.0,0.0,0.0,0.0,0,0,11.75,49.7,9.965,49.5,3.57,-0.5,2.0,,,,0,,,,controller,smoker,1.0,0.601,2.595,1.249,1.0,3.041,0.347,0,0,0,99,none,0,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Omen,3.04,E3A1,nerf,10,0,rank_stat,1,,2.0,2.0,0.0,0.0,0.0,0,0,10.54,49.3,10.157,49.433,1.18,-0.567,3.0,,,,0,,,,controller,smoker,1.0,0.53,3.12,0.807,1.0,2.502,-0.97,1,1,0,1,nerf,1,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Omen,3.05,E3A2,nerf,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,8.892,48.68,10.394,49.227,-1.429,-0.773,3.0,,,,0,,,,controller,smoker,1.0,0.458,3.514,-0.05,1.0,2.659,-1.811,2,2,0,1,nerf,1,HIT,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Omen,4.04,E4A2,nerf,6,0,rank_stat,0,1.2857142857142858,2.0,2.0,0.0,0.0,0.0,0,0,3.618,51.14,5.29,49.65,-1.7215,-0.35,3.0,,,,0,,,,controller,smoker,3.0,0.193,5.043,-0.3275,2.0,3.822,-0.9395,3,3,0,3,nerf,1,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Omen,5.12,E6A1,nerf,2,0,rank_stat,0,0.16666666666666666,2.0,2.0,0.0,0.0,0.0,0,0,5.366,48.5,6.047,48.63,-0.7925,-1.37,3.0,34.9,36.6,3.4,0,2.0,-32.934,7.138,controller,smoker,3.0,0.277,4.677,0.084,2.0,3.591,-0.33,4,4,0,4,nerf,1,MISS,MISS,pro_staple,DUAL_MISS,DUAL_MISS,rank
Omen,9.05,E10A1,buff,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,4.713,46.1,6.584,47.263,-0.3585,-2.737,3.0,34.9,36.6,3.4,0,2.0,-33.587,8.126,controller,smoker,2.0,0.231,3.141,-0.018,2.0,4.972,0.5715,5,5,0,12,nerf,0,MISS,HIT,pro_staple,RANK_FAIL,RANK_FAIL,vct
Phoenix,5.01,E5A1,nerf,2,0,skill_ceiling,0,,2.0,2.0,0.0,0.0,0.0,0,0,0.484,48.3,0.482,47.67,0.008,-2.33,3.0,,,,1,,,,duelist,skirmisher,6.0,0.015,6.561,-4.093,3.0,6.159,-0.336,0,0,0,99,none,0,MISS,MISS,pro_unknown,DUAL_MISS,DUAL_MISS,rank
Phoenix,5.12,E6A1,nerf,2,0,rank_stat,0,0.25,2.0,2.0,0.0,0.0,0.0,0,0,3.179,51.15,2.111,50.173,1.3475,0.173,3.0,5.8,5.8,0.0,2,1.0,-2.621,1.824,duelist,skirmisher,4.0,0.097,5.92,-0.255,2.0,5.375,0.564,1,1,0,2,nerf,1,MISS,OVERSHOOT,pro_viable,MIXED,MIXED,vct
Raze,2.07,E2A3,buff,1,1,rank_stat,0,,1.0,1.0,0.0,0.0,0.0,0,0,9.766,50.93,9.865,50.625,-0.198,0.625,2.0,,,,0,,,,duelist,entry_fragger,3.0,0.224,8.451,-4.569,2.0,15.196,0.367,0,0,0,99,none,0,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Raze,3.05,E3A2,nerf,3,0,rank_stat,0,0.4,2.0,2.0,0.0,0.0,0.0,0,0,6.519,50.88,8.183,50.707,-1.6235,0.707,3.0,,,,0,,,,duelist,entry_fragger,3.0,0.163,8.357,-1.8125,2.0,16.308,-1.0675,1,0,1,2,buff,1,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Raze,5.12,E6A1,nerf,4,2,rank_stat,0,19.0,2.0,1.5,0.0,0.0,0.0,0,0,6.003,50.33,6.195,50.56,-0.4385,0.56,3.0,34.3,31.3,-6.0,0,2.0,-22.297,4.714,duelist,entry_fragger,3.0,0.183,5.356,-0.255,2.0,6.424,-0.819,2,1,1,7,nerf,0,MISS,MISS,pro_staple,DUAL_MISS,DUAL_MISS,rank
Raze,6.03,E6A1,nerf,3,1,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,6.003,50.33,6.195,50.56,-0.4385,0.56,3.0,34.3,31.3,-6.0,0,2.0,-22.297,4.714,duelist,entry_fragger,3.0,0.183,5.356,-0.255,2.0,6.424,-0.819,2,1,1,7,nerf,0,MISS,MISS,pro_staple,DUAL_MISS,DUAL_MISS,rank
Raze,7.09,E8A2,buff,2,1,rank_stat,0,,1.0,1.0,0.0,0.0,0.0,0,0,6.837,49.77,6.976,49.877,-0.278,-0.123,3.0,34.3,31.3,-6.0,0,2.0,-21.463,4.139,duelist,entry_fragger,3.0,0.188,4.919,1.1605,2.0,7.171,0.2935,4,3,1,7,nerf,0,MISS,HIT,pro_staple,RANK_FAIL,RANK_FAIL,vct
Raze,8.11,E9A3,nerf,2,1,rank_stat,0,,1.0,1.0,0.0,0.0,0.0,0,1,8.479,50.45,5.988,49.807,1.847,-0.193,3.0,34.3,31.3,-6.0,0,2.0,-19.821,3.338,duelist,entry_fragger,3.0,0.221,4.973,0.491,2.0,5.995,0.075,5,3,2,4,buff,1,HIT,MISS,pro_staple,PRO_FAIL,PRO_FAIL,rank
Reyna,10.04,E11A1,buff,1,1,rank_stat,0,1.5,2.0,2.0,0.0,0.0,0.0,0,0,9.273,50.34,8.589,50.323,0.429,0.323,3.0,1.2,2.7,3.0,3,2.0,5.073,0.453,duelist,skirmisher,2.0,0.253,4.569,0.7605,1.0,2.574,1.0565,3,3,0,4,nerf,1,MISS,MISS,pro_marginal,DUAL_MISS,DUAL_MISS,rank
Reyna,11.08,E12A1,nerf,5,2,rank_stat,0,0.25,2.0,2.0,0.0,0.0,0.0,1,0,9.332,50.14,9.329,50.203,-0.2265,0.203,3.0,2.4,1.8,-1.2,8,2.0,8.132,0.129,duelist,skirmisher,2.0,0.272,4.16,-0.976,1.0,2.221,-0.2375,4,3,1,3,buff,1,MISS,MISS,pro_marginal,DUAL_MISS,DUAL_MISS,rank
Reyna,12.02,V26A2,buff,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,7.793,49.82,8.665,50.07,-0.539,0.07,3.0,2.4,1.8,-1.2,16,2.0,6.593,0.154,duelist,skirmisher,2.0,0.229,4.372,-0.9305,1.0,2.588,-0.8895,5,4,1,1,nerf,1,MISS,MISS,pro_marginal,DUAL_MISS,DUAL_MISS,rank
Reyna,2.03,E2A1,nerf,2,1,rank_stat,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0,,,,duelist,skirmisher,,,,,,,,0,0,0,99,none,0,NO_DATA,MISS,pro_unknown,UNKNOWN,PENDING,none
Reyna,5.07,E5A2,nerf,5,1,rank_stat,0,0.28571428571428564,2.0,2.0,0.0,0.0,0.0,0,0,10.069,50.6,11.005,50.62,-0.7665,0.62,3.0,4.2,4.2,0.0,1,1.0,5.869,0.417,duelist,skirmisher,2.0,0.302,4.653,-1.9425,1.0,1.901,0.3065,1,1,0,10,nerf,0,MISS,OVERSHOOT,pro_marginal,MIXED,MIXED,vct
Reyna,8.11,E9A3,nerf,10,3,rank_stat,0,0.5,3.0,2.0,1.0,1.0,1.0,1,1,10.309,50.58,9.79,50.253,0.2995,0.253,3.0,1.2,2.7,3.0,2,2.0,6.109,0.407,duelist,skirmisher,2.0,0.269,4.668,0.491,1.0,2.513,0.416,2,2,0,12,nerf,0,HIT,OVERSHOOT,pro_marginal,MIXED,MIXED,vct
Sage,11.04,E11A3,buff,2,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,1.96,51.18,2.057,51.387,-0.287,1.387,3.0,21.5,32.0,21.0,2,2.0,-40.54,21.684,sentinel,anchor,5.0,0.104,3.374,-1.1115,3.0,3.518,0.559,3,2,1,11,buff,0,HIT,MISS,pro_staple,PRO_FAIL,PRO_FAIL,rank
Sage,11.08,E12A1,nerf,3,0,rank_stat,0,0.25,2.0,2.0,0.0,0.0,0.0,0,0,3.122,51.69,2.253,51.443,0.723,1.443,3.0,1.8,1.5,-0.6,5,2.0,1.922,0.384,sentinel,anchor,3.0,0.163,3.201,-0.3645,2.0,4.777,2.054,4,2,2,1,buff,1,MISS,OVERSHOOT,pro_marginal,MIXED,MIXED,vct
Sage,3.01,E3A1,nerf,1,0,rank_stat,1,,2.0,2.0,0.0,0.0,0.0,0,0,14.173,51.34,12.655,51.25,1.744,1.25,3.0,,,,0,,,,sentinel,anchor,1.0,0.574,5.255,0.5815,,,1.744,0,0,0,99,none,0,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
Sage,5.12,E6A1,nerf,5,0,role_invasion,0,,2.0,2.0,0.0,0.0,0.0,0,0,7.728,51.0,7.782,51.09,-0.0815,1.09,3.0,21.5,32.0,21.0,0,2.0,-34.772,5.499,sentinel,anchor,2.0,0.294,6.192,-0.1005,2.0,15.553,0.028,1,1,0,8,nerf,0,MISS,HIT,pro_staple,RANK_FAIL,RANK_FAIL,vct
Sage,7.06,E8A1,buff,1,0,rank_stat,0,,2.0,2.0,0.0,0.0,0.0,0,0,4.756,51.23,4.178,51.317,0.353,1.317,3.0,21.5,32.0,21.0,0,2.0,-37.744,8.936,sentinel,anchor,3.0,0.205,4.619,0.0685,1.0,2.365,-0.4615,2,2,0,6,nerf,0,MISS,MISS,pro_staple,DUAL_MISS,DUAL_MISS,rank
Skye,12.05,V26A2,buff,1,1,rank_stat,0,,1.0,1.0,0.0,0.0,0.0,0,0,3.198,50.09,2.702,49.973,0.7045,-0.027,3.0,12.7,10.5,-4.4,1,2.0,-5.102,2.595,initiator,flash_init,4.0,0.147,3.697,0.263,1.0,1.069,0.3305,5,5,0,11,nerf,0,MISS,MISS,pro_viable,DUAL_MISS,DUAL_MISS,rank
Skye,3.06,E3A2,nerf,9,2,rank_stat,0,0.5,1.0,1.0,0.0,0.0,0.0,1,0,5.304,48.82,3.168,48.44,2.1155,-1.56,3.0,,,,0,,,,initiator,flash_init,2.0,0.366,4.587,1.495,1.0,0.941,1.267,0,0,0,99,none,0,MISS,NO_DATA,pro_unknown,UNKNOWN,UNKNOWN,rank
